Station,Year,Month,Day,date,station,year,month,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm)
Bukit Timah,2021,2,16,2021-02-16,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,17,2021-02-17,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,18,2021-02-18,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,19,2021-02-19,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,20,2021-02-20,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,21,2021-02-21,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,22,2021-02-22,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,23,2021-02-23,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,24,2021-02-24,S90,2021,2,2,2,2,2
Bukit Timah,2021,2,25,2021-02-25,S90,2021,2,0.4,0.4,0.4,0.4
Bukit Timah,2021,2,26,2021-02-26,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,27,2021-02-27,S90,2021,2,0,0,0,0
Bukit Timah,2021,2,28,2021-02-28,S90,2021,2,0,0,0,0
Bukit Timah,2021,3,1,2021-03-01,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,2,2021-03-02,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,3,2021-03-03,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,4,2021-03-04,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,5,2021-03-05,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,6,2021-03-06,S90,2021,3,3.2,1.8,2,3.2
Bukit Timah,2021,3,7,2021-03-07,S90,2021,3,29.4,16.6,19.6,23.6
Bukit Timah,2021,3,8,2021-03-08,S90,2021,3,0.2,0.2,0.2,0.2
Bukit Timah,2021,3,9,2021-03-09,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,10,2021-03-10,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,11,2021-03-11,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,12,2021-03-12,S90,2021,3,34.8,32,34.8,34.8
Bukit Timah,2021,3,13,2021-03-13,S90,2021,3,1.2,1,1.2,1.2
Bukit Timah,2021,3,14,2021-03-14,S90,2021,3,0.2,0.2,0.2,0.2
Bukit Timah,2021,3,15,2021-03-15,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,16,2021-03-16,S90,2021,3,0.2,0.2,0.2,0.2
Bukit Timah,2021,3,17,2021-03-17,S90,2021,3,14.6,9,9.4,9.6
Bukit Timah,2021,3,18,2021-03-18,S90,2021,3,26.8,14.2,26.6,26.6
Bukit Timah,2021,3,19,2021-03-19,S90,2021,3,0.4,0.4,0.4,0.4
Bukit Timah,2021,3,20,2021-03-20,S90,2021,3,2.6,2.4,2.4,2.4
Bukit Timah,2021,3,21,2021-03-21,S90,2021,3,11.8,9.8,10.6,11
Bukit Timah,2021,3,22,2021-03-22,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,23,2021-03-23,S90,2021,3,28.8,16.4,20.2,27
Bukit Timah,2021,3,24,2021-03-24,S90,2021,3,57.4,22.2,31.2,31.4
Bukit Timah,2021,3,25,2021-03-25,S90,2021,3,0.2,0.2,0.2,0.2
Bukit Timah,2021,3,26,2021-03-26,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,27,2021-03-27,S90,2021,3,3.8,1.8,2,3.4
Bukit Timah,2021,3,28,2021-03-28,S90,2021,3,0,0,0,0
Bukit Timah,2021,3,29,2021-03-29,S90,2021,3,55.4,21.6,29.6,39.2
Bukit Timah,2021,3,30,2021-03-30,S90,2021,3,0.2,0.2,0.2,0.2
Bukit Timah,2021,3,31,2021-03-31,S90,2021,3,53,24.4,43.4,51.2
Bukit Timah,2021,4,1,2021-04-01,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,2,2021-04-02,S90,2021,4,25.6,12.4,17.2,18.6
Bukit Timah,2021,4,3,2021-04-03,S90,2021,4,5.2,5,5,5
Bukit Timah,2021,4,4,2021-04-04,S90,2021,4,17,10,10.4,13
Bukit Timah,2021,4,5,2021-04-05,S90,2021,4,33.2,26,32.2,32.8
Bukit Timah,2021,4,6,2021-04-06,S90,2021,4,6,5.8,5.8,6
Bukit Timah,2021,4,7,2021-04-07,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,8,2021-04-08,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,9,2021-04-09,S90,2021,4,16.8,11.6,14.6,15.4
Bukit Timah,2021,4,10,2021-04-10,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,11,2021-04-11,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,12,2021-04-12,S90,2021,4,24.4,20.6,24.4,24.4
Bukit Timah,2021,4,13,2021-04-13,S90,2021,4,1,1,1,1
Bukit Timah,2021,4,14,2021-04-14,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,15,2021-04-15,S90,2021,4,31.8,15.6,21.6,28.6
Bukit Timah,2021,4,16,2021-04-16,S90,2021,4,2.6,1.6,2.4,2.4
Bukit Timah,2021,4,17,2021-04-17,S90,2021,4,121.4,55,76.2,100.6
Bukit Timah,2021,4,18,2021-04-18,S90,2021,4,0.6,0.6,0.6,0.6
Bukit Timah,2021,4,19,2021-04-19,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,20,2021-04-20,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,21,2021-04-21,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,22,2021-04-22,S90,2021,4,5,2.4,2.4,2.6
Bukit Timah,2021,4,23,2021-04-23,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,24,2021-04-24,S90,2021,4,19,5.2,9,14.4
Bukit Timah,2021,4,25,2021-04-25,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,26,2021-04-26,S90,2021,4,25.8,18.4,25,25.8
Bukit Timah,2021,4,27,2021-04-27,S90,2021,4,7.4,6.4,7.2,7.2
Bukit Timah,2021,4,28,2021-04-28,S90,2021,4,0.8,0.6,0.8,0.8
Bukit Timah,2021,4,29,2021-04-29,S90,2021,4,0,0,0,0
Bukit Timah,2021,4,30,2021-04-30,S90,2021,4,15.6,15.4,15.6,15.6
Bukit Timah,2021,5,1,2021-05-01,S90,2021,5,17.6,8.8,9,16.8
Bukit Timah,2021,5,2,2021-05-02,S90,2021,5,0.2,0.2,0.2,0.8
Bukit Timah,2021,5,3,2021-05-03,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,4,2021-05-04,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,5,2021-05-05,S90,2021,5,9,7.8,8.6,9
Bukit Timah,2021,5,6,2021-05-06,S90,2021,5,2.8,1.2,1.8,2.4
Bukit Timah,2021,5,7,2021-05-07,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,8,2021-05-08,S90,2021,5,0.4,0.2,0.4,0.4
Bukit Timah,2021,5,9,2021-05-09,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,10,2021-05-10,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,11,2021-05-11,S90,2021,5,18,14.6,14.6,14.6
Bukit Timah,2021,5,12,2021-05-12,S90,2021,5,55.2,38.2,45.6,46
Bukit Timah,2021,5,13,2021-05-13,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,14,2021-05-14,S90,2021,5,0.2,0.2,0.2,0.2
Bukit Timah,2021,5,15,2021-05-15,S90,2021,5,2.8,1.6,1.6,2.2
Bukit Timah,2021,5,16,2021-05-16,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,17,2021-05-17,S90,2021,5,26.8,22.2,25.2,26
Bukit Timah,2021,5,18,2021-05-18,S90,2021,5,84,21,36,51.6
Bukit Timah,2021,5,19,2021-05-19,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,20,2021-05-20,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,21,2021-05-21,S90,2021,5,16.4,13.6,15.2,16.2
Bukit Timah,2021,5,22,2021-05-22,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,23,2021-05-23,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,24,2021-05-24,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,25,2021-05-25,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,26,2021-05-26,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,27,2021-05-27,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,28,2021-05-28,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,29,2021-05-29,S90,2021,5,3,2.6,3,3
Bukit Timah,2021,5,30,2021-05-30,S90,2021,5,0,0,0,0
Bukit Timah,2021,5,31,2021-05-31,S90,2021,5,5.6,4,5.4,5.6
Bukit Timah,2021,6,1,2021-06-01,S90,2021,6,1,0.8,1,1
Bukit Timah,2021,6,2,2021-06-02,S90,2021,6,6.2,5,6.2,6.2
Bukit Timah,2021,6,3,2021-06-03,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,4,2021-06-04,S90,2021,6,0.4,0.2,0.2,0.2
Bukit Timah,2021,6,5,2021-06-05,S90,2021,6,2.8,2.8,2.8,2.8
Bukit Timah,2021,6,6,2021-06-06,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,7,2021-06-07,S90,2021,6,3.6,3,3.2,3.4
Bukit Timah,2021,6,8,2021-06-08,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,9,2021-06-09,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,10,2021-06-10,S90,2021,6,1,0.6,0.8,0.8
Bukit Timah,2021,6,11,2021-06-11,S90,2021,6,0.2,0.2,0.2,0.2
Bukit Timah,2021,6,12,2021-06-12,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,13,2021-06-13,S90,2021,6,11.2,10,10.8,11.2
Bukit Timah,2021,6,14,2021-06-14,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,15,2021-06-15,S90,2021,6,4.4,2.8,3.6,3.8
Bukit Timah,2021,6,16,2021-06-16,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,17,2021-06-17,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,18,2021-06-18,S90,2021,6,30.2,13.6,20.8,25.4
Bukit Timah,2021,6,19,2021-06-19,S90,2021,6,2,1.8,2,2
Bukit Timah,2021,6,20,2021-06-20,S90,2021,6,21.6,8.6,9.6,11.8
Bukit Timah,2021,6,21,2021-06-21,S90,2021,6,0.2,0.2,0.2,0.6
Bukit Timah,2021,6,22,2021-06-22,S90,2021,6,7.6,7.6,7.6,7.6
Bukit Timah,2021,6,23,2021-06-23,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,24,2021-06-24,S90,2021,6,2.6,1.6,1.8,2.2
Bukit Timah,2021,6,25,2021-06-25,S90,2021,6,0.6,0.2,0.2,0.2
Bukit Timah,2021,6,26,2021-06-26,S90,2021,6,26.8,18,23,26.8
Bukit Timah,2021,6,27,2021-06-27,S90,2021,6,1.2,0.6,0.6,0.8
Bukit Timah,2021,6,28,2021-06-28,S90,2021,6,0,0,0,0
Bukit Timah,2021,6,29,2021-06-29,S90,2021,6,50.2,13,23.6,26.2
Bukit Timah,2021,6,30,2021-06-30,S90,2021,6,0,0.2,0.2,20
Bukit Timah,2021,7,1,2021-07-01,S90,2021,7,0.4,0.4,0.4,0.4
Bukit Timah,2021,7,2,2021-07-02,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,3,2021-07-03,S90,2021,7,0.6,0.6,0.6,0.6
Bukit Timah,2021,7,4,2021-07-04,S90,2021,7,33.4,26.4,30.8,31.4
Bukit Timah,2021,7,5,2021-07-05,S90,2021,7,2.2,2,2.2,2.2
Bukit Timah,2021,7,6,2021-07-06,S90,2021,7,25.8,22.2,24,24.2
Bukit Timah,2021,7,7,2021-07-07,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,8,2021-07-08,S90,2021,7,0.8,0.8,0.8,0.8
Bukit Timah,2021,7,9,2021-07-09,S90,2021,7,77.8,38.4,58,77.8
Bukit Timah,2021,7,10,2021-07-10,S90,2021,7,6.6,1.8,3,23.4
Bukit Timah,2021,7,11,2021-07-11,S90,2021,7,21.6,14.4,18,19.8
Bukit Timah,2021,7,12,2021-07-12,S90,2021,7,44.2,17.6,27.8,38.6
Bukit Timah,2021,7,13,2021-07-13,S90,2021,7,38,9.6,12.8,17.2
Bukit Timah,2021,7,14,2021-07-14,S90,2021,7,0.2,0.2,0.2,0.2
Bukit Timah,2021,7,15,2021-07-15,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,16,2021-07-16,S90,2021,7,1.4,1.4,1.4,1.4
Bukit Timah,2021,7,17,2021-07-17,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,18,2021-07-18,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,19,2021-07-19,S90,2021,7,7.8,7.6,7.8,7.8
Bukit Timah,2021,7,20,2021-07-20,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,21,2021-07-21,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,22,2021-07-22,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,23,2021-07-23,S90,2021,7,0.6,0.4,0.6,0.6
Bukit Timah,2021,7,24,2021-07-24,S90,2021,7,0,0,0,0.4
Bukit Timah,2021,7,25,2021-07-25,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,26,2021-07-26,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,27,2021-07-27,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,28,2021-07-28,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,29,2021-07-29,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,30,2021-07-30,S90,2021,7,0,0,0,0
Bukit Timah,2021,7,31,2021-07-31,S90,2021,7,10.8,7.6,9.4,10.6
Bukit Timah,2021,8,1,2021-08-01,S90,2021,8,32,18.4,28,31.8
Bukit Timah,2021,8,2,2021-08-02,S90,2021,8,0,0,0,0
Bukit Timah,2021,8,3,2021-08-03,S90,2021,8,5.8,5.2,5.4,5.8
Bukit Timah,2021,8,4,2021-08-04,S90,2021,8,0,0,0,0
Bukit Timah,2021,8,5,2021-08-05,S90,2021,8,0,0,0,0
Bukit Timah,2021,8,6,2021-08-06,S90,2021,8,0,0,0,0
Bukit Timah,2021,8,7,2021-08-07,S90,2021,8,3,1.8,2,3
Bukit Timah,2021,8,8,2021-08-08,S90,2021,8,0.4,0.2,0.2,0.2
Bukit Timah,2021,8,9,2021-08-09,S90,2021,8,0,0,0,0
Bukit Timah,2021,8,10,2021-08-10,S90,2021,8,0,0,0,0
Bukit Timah,2021,8,11,2021-08-11,S90,2021,8,2.8,1.8,1.8,1.8
Bukit Timah,2021,8,12,2021-08-12,S90,2021,8,20.8,14.4,14.8,14.8
Bukit Timah,2021,8,13,2021-08-13,S90,2021,8,0.6,0.4,0.4,0.4
Bukit Timah,2021,8,14,2021-08-14,S90,2021,8,7.6,3.8,5.6,6
Bukit Timah,2021,8,15,2021-08-15,S90,2021,8,20,12.8,16.2,17.4
Bukit Timah,2021,8,16,2021-08-16,S90,2021,8,0.6,0.6,1.8,4
Bukit Timah,2021,8,17,2021-08-17,S90,2021,8,14.6,3.4,4.8,5
Bukit Timah,2021,8,18,2021-08-18,S90,2021,8,80.2,20,36.4,52.4
Bukit Timah,2021,8,19,2021-08-19,S90,2021,8,25.6,5.4,7.2,12.2
Bukit Timah,2021,8,20,2021-08-20,S90,2021,8,21.2,9.4,11,14.4
Bukit Timah,2021,8,21,2021-08-21,S90,2021,8,0.2,0.2,0.2,0.2
Bukit Timah,2021,8,22,2021-08-22,S90,2021,8,10,6.2,6.8,7.6
Bukit Timah,2021,8,23,2021-08-23,S90,2021,8,0.8,0.6,0.6,0.6
Bukit Timah,2021,8,24,2021-08-24,S90,2021,8,48,12.2,15.4,28.2
Bukit Timah,2021,8,25,2021-08-25,S90,2021,8,3.4,2.2,2.4,3
Bukit Timah,2021,8,26,2021-08-26,S90,2021,8,0.6,0.4,0.4,0.4
Bukit Timah,2021,8,27,2021-08-27,S90,2021,8,0,0,0,0
Bukit Timah,2021,8,28,2021-08-28,S90,2021,8,0,0,0,0
Bukit Timah,2021,8,29,2021-08-29,S90,2021,8,16.4,9,11,12.2
Bukit Timah,2021,8,30,2021-08-30,S90,2021,8,88.4,34.2,55.6,62.6
Bukit Timah,2021,8,31,2021-08-31,S90,2021,8,25.6,15.4,17.2,23
Bukit Timah,2021,9,1,2021-09-01,S90,2021,9,6.6,3.8,4.4,6
Bukit Timah,2021,9,2,2021-09-02,S90,2021,9,76.2,39.6,49,53.2
Bukit Timah,2021,9,3,2021-09-03,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,4,2021-09-04,S90,2021,9,17.6,14.6,17.4,17.4
Bukit Timah,2021,9,5,2021-09-05,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,6,2021-09-06,S90,2021,9,20.6,19,20.6,20.6
Bukit Timah,2021,9,7,2021-09-07,S90,2021,9,0.8,0.6,0.6,0.6
Bukit Timah,2021,9,8,2021-09-08,S90,2021,9,12.6,7.6,9.8,11.4
Bukit Timah,2021,9,9,2021-09-09,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,10,2021-09-10,S90,2021,9,28.8,17,27.2,28.8
Bukit Timah,2021,9,11,2021-09-11,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,12,2021-09-12,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,13,2021-09-13,S90,2021,9,2.2,1,1.6,1.8
Bukit Timah,2021,9,14,2021-09-14,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,15,2021-09-15,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,16,2021-09-16,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,17,2021-09-17,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,18,2021-09-18,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,19,2021-09-19,S90,2021,9,9,5.6,6,6
Bukit Timah,2021,9,20,2021-09-20,S90,2021,9,9.2,9.2,9.2,9.2
Bukit Timah,2021,9,21,2021-09-21,S90,2021,9,1.4,0.8,1.4,1.4
Bukit Timah,2021,9,22,2021-09-22,S90,2021,9,0.4,0.4,0.4,0.4
Bukit Timah,2021,9,23,2021-09-23,S90,2021,9,0,0,0,0
Bukit Timah,2021,9,24,2021-09-24,S90,2021,9,1.2,1.2,1.2,1.2
Bukit Timah,2021,9,25,2021-09-25,S90,2021,9,1.2,1.2,1.2,1.2
Bukit Timah,2021,9,26,2021-09-26,S90,2021,9,27.6,12.4,12.4,12.4
Bukit Timah,2021,9,27,2021-09-27,S90,2021,9,14.4,13.8,14.6,14.6
Bukit Timah,2021,9,28,2021-09-28,S90,2021,9,4.2,2.6,3,4
Bukit Timah,2021,9,29,2021-09-29,S90,2021,9,0.2,0.2,0.2,0.2
Bukit Timah,2021,9,30,2021-09-30,S90,2021,9,42,24,25,29.4
Bukit Timah,2021,10,1,2021-10-01,S90,2021,10,46.8,26.4,33.2,36.8
Bukit Timah,2021,10,2,2021-10-02,S90,2021,10,2,1.4,1.8,2
Bukit Timah,2021,10,3,2021-10-03,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,4,2021-10-04,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,5,2021-10-05,S90,2021,10,3.6,2.4,2.8,2.8
Bukit Timah,2021,10,6,2021-10-06,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,7,2021-10-07,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,8,2021-10-08,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,9,2021-10-09,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,10,2021-10-10,S90,2021,10,2.2,1.6,1.6,1.8
Bukit Timah,2021,10,11,2021-10-11,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,12,2021-10-12,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,13,2021-10-13,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,14,2021-10-14,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,15,2021-10-15,S90,2021,10,6.2,6.2,6.2,6.2
Bukit Timah,2021,10,16,2021-10-16,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,17,2021-10-17,S90,2021,10,5.6,4.4,4.6,4.6
Bukit Timah,2021,10,18,2021-10-18,S90,2021,10,17.6,16.8,17.6,17.6
Bukit Timah,2021,10,19,2021-10-19,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,20,2021-10-20,S90,2021,10,13.2,4,4.4,6.6
Bukit Timah,2021,10,21,2021-10-21,S90,2021,10,0.2,0.2,0.2,0.2
Bukit Timah,2021,10,22,2021-10-22,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,23,2021-10-23,S90,2021,10,8.8,7.4,8.4,8.4
Bukit Timah,2021,10,24,2021-10-24,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,25,2021-10-25,S90,2021,10,22.2,21.4,22,22.2
Bukit Timah,2021,10,26,2021-10-26,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,27,2021-10-27,S90,2021,10,17.8,11.4,15.2,17.8
Bukit Timah,2021,10,28,2021-10-28,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,29,2021-10-29,S90,2021,10,0,0,0,0
Bukit Timah,2021,10,30,2021-10-30,S90,2021,10,0.2,0.2,0.2,0.2
Bukit Timah,2021,10,31,2021-10-31,S90,2021,10,20,15.4,18.4,18.4
Bukit Timah,2021,11,1,2021-11-01,S90,2021,11,9.4,7.2,7.6,8.4
Bukit Timah,2021,11,2,2021-11-02,S90,2021,11,38.4,26.2,32.6,36.6
Bukit Timah,2021,11,3,2021-11-03,S90,2021,11,1.6,0.6,0.6,0.6
Bukit Timah,2021,11,4,2021-11-04,S90,2021,11,1.8,1.4,1.4,1.6
Bukit Timah,2021,11,5,2021-11-05,S90,2021,11,5.6,1.4,1.8,3.2
Bukit Timah,2021,11,6,2021-11-06,S90,2021,11,0.4,0.4,0.4,0.4
Bukit Timah,2021,11,7,2021-11-07,S90,2021,11,15.4,7,9.2,14.2
Bukit Timah,2021,11,8,2021-11-08,S90,2021,11,1,0.6,0.8,1
Bukit Timah,2021,11,9,2021-11-09,S90,2021,11,71,63.4,69.2,69.8
Bukit Timah,2021,11,10,2021-11-10,S90,2021,11,28,13.6,18.2,24.4
Bukit Timah,2021,11,11,2021-11-11,S90,2021,11,0.8,0.2,0.4,0.4
Bukit Timah,2021,11,12,2021-11-12,S90,2021,11,5,4.4,4.8,4.8
Bukit Timah,2021,11,13,2021-11-13,S90,2021,11,8.8,6.4,7.4,7.6
Bukit Timah,2021,11,14,2021-11-14,S90,2021,11,0,0,0,0
Bukit Timah,2021,11,15,2021-11-15,S90,2021,11,0.2,0.2,0.2,0.2
Bukit Timah,2021,11,16,2021-11-16,S90,2021,11,0,0,0,0
Bukit Timah,2021,11,17,2021-11-17,S90,2021,11,22.4,15.4,21,22.2
Bukit Timah,2021,11,18,2021-11-18,S90,2021,11,34,25.6,27.4,30.2
Bukit Timah,2021,11,19,2021-11-19,S90,2021,11,0,0,0,0
Bukit Timah,2021,11,20,2021-11-20,S90,2021,11,11.4,9.2,10.6,11
Bukit Timah,2021,11,21,2021-11-21,S90,2021,11,1.6,1,1,1.6
Bukit Timah,2021,11,22,2021-11-22,S90,2021,11,22.4,18.8,22.2,22.4
Bukit Timah,2021,11,23,2021-11-23,S90,2021,11,20.8,11.8,19.8,20.6
Bukit Timah,2021,11,24,2021-11-24,S90,2021,11,7.2,2,3.2,4.8
Bukit Timah,2021,11,25,2021-11-25,S90,2021,11,0.2,0.2,0.2,0.2
Bukit Timah,2021,11,26,2021-11-26,S90,2021,11,0,0,0,0
Bukit Timah,2021,11,27,2021-11-27,S90,2021,11,1.2,0.6,0.6,1
Bukit Timah,2021,11,28,2021-11-28,S90,2021,11,0,0,0,0
Bukit Timah,2021,11,29,2021-11-29,S90,2021,11,0,0,0,0
Bukit Timah,2021,11,30,2021-11-30,S90,2021,11,0,0,0,0
Bukit Timah,2021,12,1,2021-12-01,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,2,2021-12-02,S90,2021,12,4.6,2.6,2.8,3.6
Bukit Timah,2021,12,3,2021-12-03,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,4,2021-12-04,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,5,2021-12-05,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,6,2021-12-06,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,7,2021-12-07,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,8,2021-12-08,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,9,2021-12-09,S90,2021,12,0.6,0.6,0.6,0.6
Bukit Timah,2021,12,10,2021-12-10,S90,2021,12,17.4,4.6,4.8,7.4
Bukit Timah,2021,12,11,2021-12-11,S90,2021,12,5,1.6,2.8,3.4
Bukit Timah,2021,12,12,2021-12-12,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,13,2021-12-13,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,14,2021-12-14,S90,2021,12,7.2,6.4,6.4,7
Bukit Timah,2021,12,15,2021-12-15,S90,2021,12,0.6,0.4,0.4,0.4
Bukit Timah,2021,12,16,2021-12-16,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,17,2021-12-17,S90,2021,12,17.4,6,6,7.8
Bukit Timah,2021,12,18,2021-12-18,S90,2021,12,10.4,7.8,9.4,10.4
Bukit Timah,2021,12,19,2021-12-19,S90,2021,12,17.4,8.6,12.2,13.8
Bukit Timah,2021,12,20,2021-12-20,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,21,2021-12-21,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,22,2021-12-22,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,23,2021-12-23,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,24,2021-12-24,S90,2021,12,0.6,0.4,0.4,0.6
Bukit Timah,2021,12,25,2021-12-25,S90,2021,12,13.8,6.4,7.2,9.4
Bukit Timah,2021,12,26,2021-12-26,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,27,2021-12-27,S90,2021,12,1.4,1,1.4,1.4
Bukit Timah,2021,12,28,2021-12-28,S90,2021,12,0,0,0,0
Bukit Timah,2021,12,29,2021-12-29,S90,2021,12,3.8,2,2,3.6
Bukit Timah,2021,12,30,2021-12-30,S90,2021,12,17.8,6.2,11.8,14.8
Bukit Timah,2021,12,31,2021-12-31,S90,2021,12,60.6,14.6,20.2,28.8
Bukit Timah,2022,1,1,2022-01-01,S90,2022,1,18.4,8.2,8.4,8.8
Bukit Timah,2022,1,2,2022-01-02,S90,2022,1,94.4,18.8,24.2,40
Bukit Timah,2022,1,3,2022-01-03,S90,2022,1,2,1.4,1.6,1.8
Bukit Timah,2022,1,4,2022-01-04,S90,2022,1,8.8,6.8,7.8,7.8
Bukit Timah,2022,1,5,2022-01-05,S90,2022,1,6.6,4,5.8,6.6
Bukit Timah,2022,1,6,2022-01-06,S90,2022,1,0,0,0,0
Bukit Timah,2022,1,7,2022-01-07,S90,2022,1,25.4,16.8,23.2,25.2
Bukit Timah,2022,1,8,2022-01-08,S90,2022,1,0.4,0.2,0.2,0.2
Bukit Timah,2022,1,9,2022-01-09,S90,2022,1,0,0,0,0
Bukit Timah,2022,1,10,2022-01-10,S90,2022,1,0,0,0,0
Bukit Timah,2022,1,11,2022-01-11,S90,2022,1,0,0,0,0
Bukit Timah,2022,1,12,2022-01-12,S90,2022,1,0,0,0,0
Bukit Timah,2022,1,13,2022-01-13,S90,2022,1,0,0,0,0
