Station,Year,Month,Day,date,station,year,month,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),StationType,StationName,geometry
East Coast Parkway,2020,8,21,2020-08-21,S107,2020,8,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,22,2020-08-22,S107,2020,8,2.6,2,2,2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,23,2020-08-23,S107,2020,8,17,7,9.8,13.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,24,2020-08-24,S107,2020,8,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,25,2020-08-25,S107,2020,8,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,26,2020-08-26,S107,2020,8,20.4,19,19.2,19.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,27,2020-08-27,S107,2020,8,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,28,2020-08-28,S107,2020,8,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,29,2020-08-29,S107,2020,8,17,7.6,12.6,15.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,30,2020-08-30,S107,2020,8,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,8,31,2020-08-31,S107,2020,8,6.4,5,5,6.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,1,2020-09-01,S107,2020,9,22,10.8,11,11,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,2,2020-09-02,S107,2020,9,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,3,2020-09-03,S107,2020,9,10,8.8,9.8,10,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,4,2020-09-04,S107,2020,9,2,1,1,1.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,5,2020-09-05,S107,2020,9,37.4,10.8,14,17.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,6,2020-09-06,S107,2020,9,22.8,13.4,22,22.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,7,2020-09-07,S107,2020,9,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,8,2020-09-08,S107,2020,9,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,9,2020-09-09,S107,2020,9,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,10,2020-09-10,S107,2020,9,8.2,6.4,6.4,6.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,11,2020-09-11,S107,2020,9,8.6,3.2,4,6.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,12,2020-09-12,S107,2020,9,20.2,9.8,13.4,13.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,13,2020-09-13,S107,2020,9,32,11.4,17.6,21.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,14,2020-09-14,S107,2020,9,4,2,2.2,3.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,15,2020-09-15,S107,2020,9,1.4,1.4,1.4,1.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,16,2020-09-16,S107,2020,9,9.6,8.2,9,9,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,17,2020-09-17,S107,2020,9,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,18,2020-09-18,S107,2020,9,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,19,2020-09-19,S107,2020,9,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,20,2020-09-20,S107,2020,9,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,21,2020-09-21,S107,2020,9,10.8,5.6,6,6.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,22,2020-09-22,S107,2020,9,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,23,2020-09-23,S107,2020,9,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,24,2020-09-24,S107,2020,9,0.8,0.8,0.8,0.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,25,2020-09-25,S107,2020,9,0.8,0.6,0.6,0.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,26,2020-09-26,S107,2020,9,10.4,3.4,3.6,7,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,27,2020-09-27,S107,2020,9,2.6,0.8,1.4,2.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,28,2020-09-28,S107,2020,9,7.6,4.6,6.6,7.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,29,2020-09-29,S107,2020,9,4.2,3.8,3.8,3.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,9,30,2020-09-30,S107,2020,9,0.4,0.4,0.4,0.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,1,2020-10-01,S107,2020,10,12,11.2,11.4,11.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,2,2020-10-02,S107,2020,10,1,1,1,1,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,3,2020-10-03,S107,2020,10,5.8,2.4,4.2,6.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,4,2020-10-04,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,5,2020-10-05,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,6,2020-10-06,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,7,2020-10-07,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,8,2020-10-08,S107,2020,10,7.2,1.4,2,3,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,9,2020-10-09,S107,2020,10,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,10,2020-10-10,S107,2020,10,14.4,11.6,12.8,14,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,11,2020-10-11,S107,2020,10,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,12,2020-10-12,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,13,2020-10-13,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,14,2020-10-14,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,15,2020-10-15,S107,2020,10,6.8,6.6,6.6,6.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,16,2020-10-16,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,17,2020-10-17,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,18,2020-10-18,S107,2020,10,1,0.8,1,1,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,19,2020-10-19,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,20,2020-10-20,S107,2020,10,12.8,10.8,12.8,12.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,21,2020-10-21,S107,2020,10,2.2,1,1,1.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,22,2020-10-22,S107,2020,10,4.2,1.6,2.6,3.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,23,2020-10-23,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,24,2020-10-24,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,25,2020-10-25,S107,2020,10,0.8,0.4,0.6,0.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,26,2020-10-26,S107,2020,10,16.8,10.2,14.6,15.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,27,2020-10-27,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,28,2020-10-28,S107,2020,10,4.4,4.4,4.4,4.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,29,2020-10-29,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,30,2020-10-30,S107,2020,10,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,10,31,2020-10-31,S107,2020,10,7.2,6.4,7.2,7.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,1,2020-11-01,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,2,2020-11-02,S107,2020,11,32,9.8,11.6,20,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,3,2020-11-03,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,4,2020-11-04,S107,2020,11,95,40.8,72.8,87.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,5,2020-11-05,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,6,2020-11-06,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,7,2020-11-07,S107,2020,11,3.6,1.4,1.6,2.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,8,2020-11-08,S107,2020,11,12,11.4,11.6,11.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,9,2020-11-09,S107,2020,11,10.2,10.2,10.2,10.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,10,2020-11-10,S107,2020,11,12.2,11.2,11.8,12,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,11,2020-11-11,S107,2020,11,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,12,2020-11-12,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,13,2020-11-13,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,14,2020-11-14,S107,2020,11,2.6,1.8,1.8,2.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,15,2020-11-15,S107,2020,11,47.6,24,29.6,41.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,16,2020-11-16,S107,2020,11,9.8,5.4,6.4,9,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,17,2020-11-17,S107,2020,11,29.4,25.2,29.4,29.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,18,2020-11-18,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,19,2020-11-19,S107,2020,11,0.8,0.4,0.6,0.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,20,2020-11-20,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,21,2020-11-21,S107,2020,11,6.6,1.6,2.6,4.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,22,2020-11-22,S107,2020,11,45.2,35.8,41.6,43.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,23,2020-11-23,S107,2020,11,36,28,30.8,31.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,24,2020-11-24,S107,2020,11,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,25,2020-11-25,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,26,2020-11-26,S107,2020,11,2,0.8,1.2,1.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,27,2020-11-27,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,28,2020-11-28,S107,2020,11,2.4,2.2,2.2,2.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,29,2020-11-29,S107,2020,11,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,11,30,2020-11-30,S107,2020,11,16.4,14,16.2,16.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,1,2020-12-01,S107,2020,12,0,0,0,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,2,2020-12-02,S107,2020,12,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,3,2020-12-03,S107,2020,12,29.2,25.4,28.8,29,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,4,2020-12-04,S107,2020,12,13.8,11.2,13,13,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,5,2020-12-05,S107,2020,12,1.2,1.2,1.2,1.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,6,2020-12-06,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,7,2020-12-07,S107,2020,12,9.2,5.6,7,9,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,8,2020-12-08,S107,2020,12,2.8,2.6,2.6,2.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,9,2020-12-09,S107,2020,12,33.8,25.4,32,33.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,10,2020-12-10,S107,2020,12,14.8,10.2,10.2,13.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,11,2020-12-11,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,12,2020-12-12,S107,2020,12,10.8,5.8,6.8,8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,13,2020-12-13,S107,2020,12,0.8,0.4,0.4,0.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,14,2020-12-14,S107,2020,12,10.8,3.6,5.2,6.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,15,2020-12-15,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,16,2020-12-16,S107,2020,12,7.6,5.2,5.6,5.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,17,2020-12-17,S107,2020,12,18,16.8,17.6,18,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,18,2020-12-18,S107,2020,12,4.8,1.6,2,2.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,19,2020-12-19,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,20,2020-12-20,S107,2020,12,5,4.8,5,5,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,21,2020-12-21,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,22,2020-12-22,S107,2020,12,0.4,0.4,0.4,0.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,23,2020-12-23,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,24,2020-12-24,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,25,2020-12-25,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,26,2020-12-26,S107,2020,12,0.4,0.4,0.4,0.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,27,2020-12-27,S107,2020,12,15.8,13,13.6,15.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,28,2020-12-28,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,29,2020-12-29,S107,2020,12,2.6,2.6,2.6,2.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,30,2020-12-30,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2020,12,31,2020-12-31,S107,2020,12,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,1,2021-01-01,S107,2021,1,136.2,20,27.8,47.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,2,2021-01-02,S107,2021,1,168.4,17.6,29,51.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,3,2021-01-03,S107,2021,1,6.6,1.6,2.6,4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,4,2021-01-04,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,5,2021-01-05,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,6,2021-01-06,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,7,2021-01-07,S107,2021,1,1.8,0.6,0.6,0.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,8,2021-01-08,S107,2021,1,22,9,9.6,10.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,9,2021-01-09,S107,2021,1,17.2,5.4,5.4,5.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,10,2021-01-10,S107,2021,1,151,18.4,25.8,43.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,11,2021-01-11,S107,2021,1,1,0.6,1,2.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,12,2021-01-12,S107,2021,1,5,2,2,2.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,13,2021-01-13,S107,2021,1,1.8,0.6,0.6,0.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,14,2021-01-14,S107,2021,1,0.2,0.2,0.2,0.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,15,2021-01-15,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,16,2021-01-16,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,17,2021-01-17,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,18,2021-01-18,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,19,2021-01-19,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,20,2021-01-20,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,21,2021-01-21,S107,2021,1,3.2,2.6,3,3,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,22,2021-01-22,S107,2021,1,0.4,0.4,0.4,0.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,23,2021-01-23,S107,2021,1,8.8,7,8.6,8.8,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,24,2021-01-24,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,25,2021-01-25,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,26,2021-01-26,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,27,2021-01-27,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,28,2021-01-28,S107,2021,1,5.8,3.4,4.4,5.6,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,29,2021-01-29,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,30,2021-01-30,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,1,31,2021-01-31,S107,2021,1,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,1,2021-02-01,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,2,2021-02-02,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,3,2021-02-03,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,4,2021-02-04,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,5,2021-02-05,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,6,2021-02-06,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,7,2021-02-07,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,8,2021-02-08,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,9,2021-02-09,S107,2021,2,0.2,0.2,0.2,0.2,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,10,2021-02-10,S107,2021,2,3.4,3.4,3.4,3.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,11,2021-02-11,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,12,2021-02-12,S107,2021,2,5.4,5.4,5.4,5.4,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,13,2021-02-13,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,14,2021-02-14,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
East Coast Parkway,2021,2,15,2021-02-15,S107,2021,2,0,0,0,0,AWS,East Coast Parkway,"c(42321.0246454407, 32843.9275752262)"
